date_visit,prefecture,n_stay,n_people,n_room,amount_fee,n_reserve
2024-01-24,不明,19,64,11,1802149,17
2024-01-25,神奈川県,1,4,1,88600,1
2024-01-25,福井県,1,4,1,84200,1
2024-01-25,岐阜県,1,4,1,176600,1
2024-01-25,愛知県,1,2,1,54640,1
2024-01-25,兵庫県,2,7,2,170450,2
2024-01-25,福岡県,1,2,1,149900,1
2024-01-25,不明,34,155,16,3961110,25
2024-01-26,東京都,3,8,3,505000,3
2024-01-26,石川県,1,2,1,48700,1
2024-01-26,福井県,2,45,7,908100,2
2024-01-26,岐阜県,2,4,2,123800,2
2024-01-26,静岡県,2,4,2,299300,2
2024-01-26,愛知県,2,6,3,165400,2
2024-01-26,京都府,1,2,2,55300,1
2024-01-26,大阪府,2,4,2,137100,2
2024-01-26,兵庫県,3,10,3,451320,3
2024-01-26,不明,47,318,26,5256630,38
2024-01-27,埼玉県,1,5,2,210850,1
2024-01-27,千葉県,1,2,1,116900,1
2024-01-27,東京都,3,7,3,413550,3
2024-01-27,神奈川県,1,1,1,62850,1
2024-01-27,富山県,1,7,2,188450,1
2024-01-27,石川県,1,2,1,88300,1
2024-01-27,福井県,4,45,11,1238050,4
2024-01-27,愛知県,4,21,5,541937,4
2024-01-27,京都府,1,2,1,198300,1
2024-01-27,大阪府,3,44,10,953400,3
2024-01-27,兵庫県,3,17,16,369700,3
2024-01-27,奈良県,2,5,2,249350,2
2024-01-27,和歌山県,2,15,5,396600,2
2024-01-27,徳島県,1,4,1,115500,1
2024-01-27,香川県,3,11,3,481000,3
2024-01-27,愛媛県,2,5,2,216600,2
2024-01-27,沖縄県,1,6,1,149100,1
2024-01-27,不明,67,230,39,10391060,59
2024-01-28,福井県,1,27,7,715750,1
2024-01-28,静岡県,1,2,1,72900,1
2024-01-28,愛知県,1,30,6,540000,1
2024-01-28,大阪府,2,5,2,327850,2
2024-01-28,兵庫県,2,70,19,1080000,2
2024-01-28,高知県,1,13,3,429000,1
2024-01-28,不明,34,155,20,3382260,31
2024-01-29,東京都,2,6,2,561900,2
2024-01-29,石川県,1,13,10,290150,1
2024-01-29,福井県,1,2,1,72900,1
2024-01-29,大阪府,1,2,1,51780,1
2024-01-29,兵庫県,2,6,2,121970,2
2024-01-29,香川県,1,1,1,39600,1
2024-01-29,不明,16,173,18,3278710,14
2024-01-30,東京都,1,3,1,86250,1
2024-01-30,福井県,1,6,1,110600,1
2024-01-30,静岡県,1,2,1,165300,1
2024-01-30,三重県,1,2,1,72900,1
2024-01-30,兵庫県,1,30,7,540000,1
2024-01-30,不明,10,81,4,1507960,9
2024-01-31,京都府,1,3,1,88230,1
2024-01-31,香川県,1,2,1,62000,1
2024-01-31,愛媛県,1,2,1,43200,1
2024-01-31,不明,19,44,17,2098381,17
2024-02-01,福井県,1,2,1,79500,1
2024-02-01,山梨県,1,2,1,54640,1
2024-02-01,滋賀県,1,42,9,1546300,1
2024-02-01,京都府,1,5,1,106050,1
2024-02-01,不明,8,50,4,1005957,6
2024-02-02,栃木県,2,4,2,115000,2
2024-02-02,東京都,2,7,2,258450,2
2024-02-02,福井県,7,29,9,575970,7
2024-02-02,静岡県,1,2,1,44300,1
2024-02-02,三重県,1,2,1,48370,1
2024-02-02,不明,33,205,33,5214112,31
2024-02-03,東京都,6,10,4,319250,4
2024-02-03,富山県,1,4,2,110600,1
2024-02-03,石川県,3,7,3,197800,3
2024-02-03,福井県,6,76,14,1605641,6
2024-02-03,岐阜県,1,4,1,86320,1
2024-02-03,愛知県,3,13,4,410050,3
2024-02-03,三重県,1,4,1,103040,1
2024-02-03,滋賀県,1,2,1,90500,1
2024-02-03,兵庫県,1,4,1,97112,1
2024-02-03,和歌山県,2,18,4,493300,2
2024-02-03,不明,37,134,29,3071532,38
2024-02-04,福井県,1,8,1,195860,1
2024-02-04,愛知県,1,2,1,44300,1
2024-02-04,奈良県,1,3,1,327520,1
2024-02-04,不明,16,38,5,952730,14
2024-02-05,東京都,1,3,2,95160,1
2024-02-05,神奈川県,1,1,1,113450,1
2024-02-05,大阪府,3,8,3,105290,3
2024-02-05,不明,21,159,12,3560120,18
2024-02-06,不明,11,94,7,2311440,8
2024-02-07,京都府,1,4,1,189800,1
2024-02-07,不明,6,16,7,825700,5
2024-02-08,大阪府,1,2,1,53100,1
2024-02-08,不明,12,80,24,1735450,10
