date_visit,prefecture,n_stay,n_people,n_room,amount_fee,n_reserve
2023-12-20,滋賀県,1,2,1,74900,1
2023-12-20,京都府,2,19,5,339550,2
2023-12-20,大阪府,1,4,1,145800,1
2023-12-20,兵庫県,1,4,1,145800,1
2023-12-20,鳥取県,1,2,1,207100,1
2023-12-20,岡山県,1,2,1,40000,1
2023-12-20,香川県,2,8,4,186000,2
2023-12-20,不明,46,171,43,6477070,40
2023-12-21,東京都,1,2,1,48700,1
2023-12-21,神奈川県,2,7,2,306700,2
2023-12-21,富山県,1,2,1,46900,1
2023-12-21,石川県,1,3,1,89550,1
2023-12-21,福井県,3,54,2,139220,3
2023-12-21,岐阜県,1,1,1,11500,1
2023-12-21,愛知県,3,6,3,367100,3
2023-12-21,三重県,1,2,1,50000,1
2023-12-21,滋賀県,3,6,3,162200,3
2023-12-21,京都府,1,2,1,46900,1
2023-12-21,大阪府,1,3,1,231300,1
2023-12-21,山口県,1,2,1,34200,1
2023-12-21,徳島県,2,3,2,138200,2
2023-12-21,香川県,2,5,2,130000,2
2023-12-21,愛媛県,1,2,1,34200,1
2023-12-21,不明,46,191,29,7511862,43
2023-12-22,福島県,1,2,1,92700,1
2023-12-22,茨城県,1,1,1,54600,1
2023-12-22,栃木県,1,2,1,66300,1
2023-12-22,東京都,1,2,1,66300,1
2023-12-22,神奈川県,2,4,2,121900,2
2023-12-22,富山県,2,6,2,226700,2
2023-12-22,石川県,1,3,1,106050,1
2023-12-22,福井県,11,268,59,2841160,11
2023-12-22,岐阜県,1,2,1,52000,1
2023-12-22,静岡県,2,2,1,129800,1
2023-12-22,愛知県,5,8,4,317200,4
2023-12-22,滋賀県,1,4,1,137000,1
2023-12-22,京都府,2,7,2,173150,2
2023-12-22,大阪府,13,51,18,1207140,9
2023-12-22,兵庫県,11,94,34,1943950,11
2023-12-22,和歌山県,2,5,2,281150,2
2023-12-22,鳥取県,1,2,1,83900,1
2023-12-22,香川県,1,2,1,68000,1
2023-12-22,愛媛県,1,2,1,62000,1
2023-12-22,不明,78,382,54,11469966,75
2023-12-23,東京都,5,10,5,340300,5
2023-12-23,神奈川県,1,2,1,42470,1
2023-12-23,富山県,3,6,3,227500,3
2023-12-23,石川県,4,11,4,307020,4
2023-12-23,福井県,24,421,65,2579975,22
2023-12-23,長野県,1,2,1,59700,1
2023-12-23,岐阜県,1,2,1,70700,1
2023-12-23,静岡県,3,11,3,498480,3
2023-12-23,愛知県,6,14,6,474800,6
2023-12-23,滋賀県,3,10,3,322330,3
2023-12-23,京都府,5,19,5,781050,5
2023-12-23,大阪府,5,14,5,823350,5
2023-12-23,兵庫県,4,38,10,1018660,4
2023-12-23,奈良県,6,21,7,974220,6
2023-12-23,和歌山県,2,6,2,182850,2
2023-12-23,鳥取県,1,5,1,113400,1
2023-12-23,岡山県,5,15,7,793900,5
2023-12-23,広島県,1,4,1,85220,1
2023-12-23,徳島県,2,6,2,258000,2
2023-12-23,香川県,4,11,4,483000,4
2023-12-23,愛媛県,5,10,5,666200,3
2023-12-23,不明,140,510,102,17134863,140
2023-12-24,福島県,1,3,1,71580,1
2023-12-24,千葉県,5,11,5,341030,5
2023-12-24,東京都,3,5,2,113020,3
2023-12-24,神奈川県,1,2,1,55600,1
2023-12-24,富山県,2,7,2,235970,2
2023-12-24,石川県,3,8,3,262850,3
2023-12-24,福井県,8,29,9,879760,8
2023-12-24,山梨県,1,4,1,94060,1
2023-12-24,長野県,4,4,2,214000,2
2023-12-24,岐阜県,1,2,1,55300,1
2023-12-24,静岡県,1,3,1,150000,1
2023-12-24,愛知県,9,30,9,965910,9
2023-12-24,三重県,1,2,1,66300,1
2023-12-24,滋賀県,4,7,3,244690,3
2023-12-24,京都府,3,12,3,242670,3
2023-12-24,大阪府,4,11,4,432130,4
2023-12-24,兵庫県,6,23,8,576610,6
2023-12-24,和歌山県,2,8,4,256400,2
2023-12-24,岡山県,1,2,1,58000,1
2023-12-24,徳島県,1,5,1,121500,1
2023-12-24,香川県,1,7,2,208000,1
2023-12-24,愛媛県,1,2,1,58000,1
2023-12-24,高知県,1,3,1,96150,1
2023-12-24,福岡県,3,6,3,258300,3
2023-12-24,熊本県,2,4,2,164000,2
2023-12-24,不明,136,377,79,10054428,123
2023-12-25,福島県,1,3,1,101280,1
2023-12-25,埼玉県,1,4,1,86660,1
2023-12-25,千葉県,3,6,3,394700,3
2023-12-25,東京都,1,3,1,47950,1
2023-12-25,石川県,2,15,7,284320,2
2023-12-25,福井県,10,51,15,1258353,10
2023-12-25,山梨県,1,2,1,72900,1
2023-12-25,岐阜県,2,10,4,301500,2
2023-12-25,静岡県,1,2,1,54500,1
2023-12-25,愛知県,11,31,15,1012345,9
2023-12-25,三重県,1,2,1,61900,1
2023-12-25,滋賀県,3,6,3,171280,3
2023-12-25,京都府,2,4,2,121270,2
2023-12-25,大阪府,7,15,5,351740,5
2023-12-25,兵庫県,5,10,5,338400,5
2023-12-25,奈良県,2,4,2,181000,2
2023-12-25,岡山県,1,2,1,51780,1
2023-12-25,山口県,1,6,2,145000,1
2023-12-25,徳島県,1,2,1,82000,1
2023-12-25,香川県,2,5,2,196000,2
2023-12-25,愛媛県,1,2,1,45000,1
2023-12-25,不明,82,257,42,6022820,66
2023-12-26,秋田県,1,14,3,306210,1
2023-12-26,埼玉県,1,2,1,80000,1
2023-12-26,千葉県,1,2,1,83900,1
2023-12-26,東京都,7,11,5,430650,5
2023-12-26,神奈川県,1,2,1,83900,1
2023-12-26,福井県,10,57,15,1626630,10
2023-12-26,岐阜県,1,2,1,97100,1
2023-12-26,静岡県,1,3,1,65640,1
2023-12-26,愛知県,5,15,5,375630,5
2023-12-26,三重県,3,10,3,281336,3
2023-12-26,滋賀県,2,8,2,222000,2
2023-12-26,京都府,11,33,10,1122280,9
2023-12-26,大阪府,7,24,7,646790,7
2023-12-26,兵庫県,4,23,7,563100,4
2023-12-26,奈良県,3,12,3,407448,3
2023-12-26,和歌山県,2,9,2,336840,2
2023-12-26,鳥取県,1,2,1,50400,1
2023-12-26,広島県,9,6,3,548700,3
2023-12-26,徳島県,3,4,2,123400,2
2023-12-26,香川県,4,15,4,554000,4
2023-12-26,愛媛県,2,7,2,205000,2
2023-12-26,福岡県,1,2,1,77300,1
2023-12-26,不明,117,363,70,8683053,103
2023-12-27,茨城県,1,2,1,42100,1
2023-12-27,埼玉県,2,2,1,80000,1
2023-12-27,東京都,6,18,6,879200,6
2023-12-27,神奈川県,2,5,2,161950,2
2023-12-27,富山県,1,4,1,94060,1
2023-12-27,石川県,3,6,3,190340,3
2023-12-27,福井県,6,197,38,3535120,6
2023-12-27,長野県,3,9,3,248770,3
2023-12-27,岐阜県,3,12,3,269350,3
2023-12-27,静岡県,1,2,1,59400,1
2023-12-27,愛知県,4,18,6,468360,4
2023-12-27,三重県,3,6,3,197400,3
2023-12-27,滋賀県,4,16,4,384930,4
2023-12-27,京都府,3,13,5,419280,3
2023-12-27,大阪府,9,26,7,459040,7
2023-12-27,兵庫県,7,105,22,1853160,7
2023-12-27,奈良県,2,7,2,202270,2
2023-12-27,和歌山県,3,7,2,356510,2
2023-12-27,島根県,1,2,1,60000,1
2023-12-27,徳島県,1,4,1,130600,1
2023-12-27,香川県,1,2,1,41400,1
2023-12-27,愛媛県,6,14,5,424000,5
2023-12-27,高知県,2,5,2,206150,2
2023-12-27,沖縄県,1,6,1,243190,1
2023-12-27,不明,125,340,68,9106401,115
2023-12-28,千葉県,1,2,1,88300,1
2023-12-28,東京都,7,24,8,869050,7
2023-12-28,神奈川県,1,5,1,134610,1
2023-12-28,新潟県,1,2,1,56700,1
2023-12-28,富山県,2,7,2,230210,2
2023-12-28,石川県,4,12,4,421460,4
2023-12-28,福井県,15,276,58,7094800,15
2023-12-28,静岡県,5,17,5,559530,5
2023-12-28,愛知県,8,21,8,645350,8
2023-12-28,三重県,3,5,2,221350,2
2023-12-28,大阪府,12,76,19,2338005,12
2023-12-28,兵庫県,14,246,56,5568560,14
2023-12-28,奈良県,2,9,2,279200,2
2023-12-28,和歌山県,2,6,2,238500,2
2023-12-28,鳥取県,1,2,1,114000,1
2023-12-28,島根県,1,4,1,132600,1
2023-12-28,岡山県,1,7,2,234000,1
2023-12-28,山口県,1,6,2,364000,1
2023-12-28,徳島県,2,11,3,383000,2
2023-12-28,香川県,3,9,3,349000,3
2023-12-28,愛媛県,1,3,1,112500,1
2023-12-28,熊本県,1,2,1,84000,1
2023-12-28,不明,141,538,67,16987040,127
2023-12-29,北海道,1,1,1,62850,1
2023-12-29,福島県,1,5,1,233250,1
2023-12-29,埼玉県,2,5,2,170650,2
2023-12-29,千葉県,3,9,3,386250,3
2023-12-29,東京都,6,14,6,660550,6
2023-12-29,神奈川県,7,20,5,924120,5
2023-12-29,新潟県,1,4,1,159180,1
2023-12-29,石川県,4,8,4,380100,4
2023-12-29,福井県,17,388,75,9927890,17
2023-12-29,山梨県,1,2,1,94900,1
2023-12-29,長野県,1,2,1,90500,1
2023-12-29,岐阜県,2,7,2,192050,2
2023-12-29,静岡県,4,10,4,564380,3
2023-12-29,愛知県,6,25,9,939750,6
2023-12-29,三重県,3,8,3,387300,3
2023-12-29,滋賀県,3,13,3,535450,3
2023-12-29,京都府,10,23,6,850660,6
2023-12-29,大阪府,17,52,17,1955530,17
2023-12-29,兵庫県,9,226,63,5672300,9
2023-12-29,奈良県,9,17,5,805440,5
2023-12-29,和歌山県,8,10,4,548000,4
2023-12-29,鳥取県,1,4,1,112000,1
2023-12-29,島根県,1,3,1,183000,1
2023-12-29,岡山県,4,12,5,470000,4
2023-12-29,広島県,1,3,1,126000,1
2023-12-29,山口県,2,8,3,340000,2
2023-12-29,香川県,9,25,9,947200,9
2023-12-29,愛媛県,1,3,1,142500,1
2023-12-29,高知県,1,4,1,172000,1
2023-12-29,宮崎県,1,2,1,70000,1
2023-12-29,鹿児島県,1,6,2,297000,1
2023-12-29,不明,184,707,78,20357165,168
2023-12-30,埼玉県,2,8,3,331200,2
2023-12-30,千葉県,1,2,1,83900,1
2023-12-30,東京都,16,36,16,1752790,14
2023-12-30,富山県,8,27,9,1174650,7
2023-12-30,石川県,2,7,2,372250,2
2023-12-30,福井県,22,126,31,5129700,22
2023-12-30,岐阜県,2,9,2,469280,2
2023-12-30,静岡県,2,5,2,195950,2
2023-12-30,愛知県,12,36,11,1767815,10
2023-12-30,三重県,5,23,7,919890,5
2023-12-30,滋賀県,3,11,3,475000,3
2023-12-30,京都府,5,16,5,656820,5
2023-12-30,大阪府,4,9,5,443350,4
2023-12-30,兵庫県,18,83,27,2862959,18
2023-12-30,奈良県,9,23,7,1183540,7
2023-12-30,和歌山県,6,12,5,753410,4
2023-12-30,鳥取県,4,10,4,519200,4
2023-12-30,島根県,1,4,1,132000,1
2023-12-30,岡山県,3,7,2,227500,2
2023-12-30,広島県,2,5,2,227050,2
2023-12-30,山口県,2,6,3,318000,2
2023-12-30,徳島県,3,13,4,581350,3
2023-12-30,愛媛県,1,6,2,250000,1
2023-12-30,高知県,2,5,2,170000,2
2023-12-30,大分県,2,6,2,306000,2
2023-12-30,鹿児島県,1,6,2,153636,1
2023-12-30,不明,239,643,126,17850804,211
2023-12-31,福島県,3,7,2,638300,2
2023-12-31,埼玉県,1,4,1,194200,1
2023-12-31,千葉県,1,2,1,121900,1
2023-12-31,東京都,15,52,13,2179660,11
2023-12-31,神奈川県,9,12,3,627460,3
2023-12-31,富山県,5,21,6,799460,5
2023-12-31,石川県,2,7,2,297350,2
2023-12-31,福井県,43,197,55,7337110,31
2023-12-31,岐阜県,13,25,7,1117300,7
2023-12-31,愛知県,14,34,10,1334950,10
2023-12-31,三重県,9,22,9,1113650,7
2023-12-31,滋賀県,18,30,12,1557910,11
2023-12-31,京都府,18,36,12,1581860,12
2023-12-31,大阪府,18,67,21,2713680,14
2023-12-31,兵庫県,15,62,18,2205341,14
2023-12-31,奈良県,9,37,11,2279800,7
2023-12-31,和歌山県,2,4,1,528000,1
2023-12-31,鳥取県,3,15,5,655000,3
2023-12-31,岡山県,4,13,4,466000,4
2023-12-31,広島県,2,8,2,356000,2
2023-12-31,山口県,4,12,4,593000,3
2023-12-31,徳島県,9,35,10,1139800,8
2023-12-31,香川県,26,109,33,4055300,26
2023-12-31,愛媛県,4,10,4,448000,3
2023-12-31,高知県,4,5,2,191000,2
2023-12-31,大分県,4,8,4,780000,2
2023-12-31,鹿児島県,1,6,1,258000,1
2023-12-31,不明,226,634,116,19972765,182
2024-01-01,千葉県,1,3,1,142350,1
2024-01-01,東京都,23,49,15,2230260,15
2024-01-01,神奈川県,1,2,1,121900,1
2024-01-01,富山県,1,4,2,146800,1
2024-01-01,石川県,2,15,3,595270,2
2024-01-01,福井県,17,86,25,3312660,17
2024-01-01,山梨県,2,5,2,185900,2
2024-01-01,岐阜県,3,9,2,315897,2
2024-01-01,静岡県,3,7,3,413750,2
2024-01-01,愛知県,3,26,6,1217030,3
2024-01-01,三重県,5,10,4,572950,4
2024-01-01,滋賀県,5,18,6,638700,3
2024-01-01,京都府,2,7,2,243900,2
2024-01-01,大阪府,17,86,21,3261330,15
2024-01-01,兵庫県,14,120,32,4182770,13
2024-01-01,奈良県,7,16,6,781280,6
2024-01-01,和歌山県,1,2,1,132000,1
2024-01-01,鳥取県,6,14,5,636230,4
2024-01-01,島根県,1,2,1,90000,1
2024-01-01,岡山県,5,11,3,413000,3
2024-01-01,広島県,2,4,1,192000,1
2024-01-01,山口県,2,6,2,324000,1
2024-01-01,徳島県,12,31,9,969300,8
2024-01-01,香川県,45,117,39,4449070,30
2024-01-01,愛媛県,2,2,1,72000,1
2024-01-01,高知県,9,28,8,990560,7
2024-01-01,鹿児島県,2,6,1,258000,1
2024-01-01,不明,197,546,90,17732420,156
2024-01-02,秋田県,1,2,1,110300,1
2024-01-02,福島県,4,4,2,236000,2
2024-01-02,東京都,10,26,9,1689130,8
2024-01-02,神奈川県,2,4,2,226000,2
2024-01-02,富山県,7,16,5,677800,5
2024-01-02,石川県,13,43,12,1632383,11
2024-01-02,福井県,30,141,35,4948920,28
2024-01-02,岐阜県,5,17,5,553650,5
2024-01-02,静岡県,3,10,3,413400,3
2024-01-02,愛知県,15,46,17,1749460,14
2024-01-02,滋賀県,1,5,1,232350,1
2024-01-02,京都府,6,28,9,1080040,6
2024-01-02,大阪府,19,99,29,3391630,17
2024-01-02,兵庫県,11,57,17,2060700,10
2024-01-02,奈良県,9,32,10,1500850,9
2024-01-02,鳥取県,2,15,4,483000,2
2024-01-02,岡山県,6,28,9,1048000,6
2024-01-02,広島県,1,6,2,366000,1
2024-01-02,山口県,4,18,5,726000,4
2024-01-02,徳島県,8,16,6,564000,6
2024-01-02,香川県,15,43,13,1617818,12
2024-01-02,愛媛県,5,20,7,743400,5
2024-01-02,高知県,2,7,2,194500,1
2024-01-02,大分県,1,2,1,76000,1
2024-01-02,不明,205,651,127,19043618,181
2024-01-03,福島県,2,4,2,149000,2
2024-01-03,群馬県,1,4,1,185400,1
2024-01-03,千葉県,2,8,2,204400,2
2024-01-03,東京都,7,25,8,1001810,7
2024-01-03,神奈川県,1,2,1,59700,1
2024-01-03,富山県,8,45,11,1333000,8
2024-01-03,石川県,4,9,4,376850,4
2024-01-03,福井県,18,71,24,2611325,16
2024-01-03,岐阜県,5,13,5,410550,5
2024-01-03,静岡県,3,6,3,252300,3
2024-01-03,愛知県,7,22,7,668540,7
2024-01-03,三重県,1,2,1,70700,1
2024-01-03,滋賀県,8,36,10,1088150,8
2024-01-03,京都府,7,29,7,881540,7
2024-01-03,大阪府,5,18,5,588120,5
2024-01-03,兵庫県,16,29,10,1204550,10
2024-01-03,奈良県,14,53,13,2117870,13
2024-01-03,和歌山県,2,6,2,187000,2
2024-01-03,鳥取県,1,2,1,114000,1
2024-01-03,島根県,2,6,2,244500,2
2024-01-03,岡山県,5,19,6,708660,5
2024-01-03,広島県,1,2,1,82000,1
2024-01-03,山口県,3,10,3,337000,2
2024-01-03,徳島県,4,6,3,242000,3
2024-01-03,香川県,8,19,8,782818,6
2024-01-03,高知県,2,8,3,302300,2
2024-01-03,宮崎県,1,2,1,114000,1
2024-01-03,沖縄県,1,2,1,66000,1
2024-01-03,不明,194,556,126,16928449,182
2024-01-04,群馬県,1,4,1,70523,1
2024-01-04,埼玉県,1,2,1,50900,1
2024-01-04,千葉県,1,4,2,123800,1
2024-01-04,東京都,12,20,6,675100,6
2024-01-04,神奈川県,2,4,2,167800,2
2024-01-04,富山県,3,10,3,280900,3
2024-01-04,石川県,8,29,8,880933,8
2024-01-04,福井県,10,47,12,1162491,10
2024-01-04,長野県,1,2,1,72900,1
2024-01-04,岐阜県,1,4,1,93000,1
2024-01-04,静岡県,10,22,8,774062,8
2024-01-04,愛知県,13,28,9,978871,9
2024-01-04,三重県,2,4,2,119400,2
2024-01-04,滋賀県,7,25,7,777880,7
2024-01-04,京都府,5,14,5,440501,5
2024-01-04,大阪府,10,34,10,1094255,10
2024-01-04,兵庫県,13,21,6,1312980,6
2024-01-04,奈良県,4,13,4,277500,4
2024-01-04,岡山県,1,2,1,74000,1
2024-01-04,広島県,1,4,1,100000,1
2024-01-04,山口県,1,2,1,72000,1
2024-01-04,徳島県,1,4,1,152000,1
2024-01-04,香川県,2,4,2,123091,2
2024-01-04,愛媛県,2,5,2,207000,2
2024-01-04,不明,153,456,63,12098170,136
2024-01-05,北海道,1,5,1,105250,1
2024-01-05,宮城県,1,2,1,180700,1
2024-01-05,茨城県,1,4,1,146160,1
2024-01-05,東京都,6,20,6,523730,6
2024-01-05,神奈川県,3,7,3,229850,3
2024-01-05,新潟県,1,2,1,56730,1
2024-01-05,富山県,1,5,1,127500,1
2024-01-05,福井県,9,69,16,1690540,9
2024-01-05,岐阜県,1,2,1,83900,1
2024-01-05,静岡県,1,4,1,106800,1
2024-01-05,愛知県,3,10,3,321560,3
2024-01-05,三重県,2,4,2,128200,2
2024-01-05,滋賀県,1,4,1,195810,1
2024-01-05,京都府,2,4,2,147264,2
2024-01-05,大阪府,4,15,4,330250,4
2024-01-05,兵庫県,6,11,4,480000,4
2024-01-05,奈良県,7,25,7,797980,7
2024-01-05,和歌山県,2,4,2,122000,2
2024-01-05,鳥取県,1,2,1,114000,1
2024-01-05,島根県,2,8,2,264000,2
2024-01-05,岡山県,1,2,1,68000,1
2024-01-05,徳島県,1,2,1,84000,1
2024-01-05,香川県,3,18,4,664900,3
2024-01-05,高知県,1,3,1,96150,1
2024-01-05,不明,98,240,37,6381018,87
2024-01-06,埼玉県,1,2,1,224700,1
2024-01-06,千葉県,1,4,1,88300,1
2024-01-06,東京都,20,48,20,2798560,17
2024-01-06,神奈川県,2,10,3,311100,2
2024-01-06,富山県,5,19,9,712470,5
2024-01-06,石川県,2,5,2,148000,2
2024-01-06,福井県,10,57,14,1955700,10
2024-01-06,長野県,1,2,1,70000,1
2024-01-06,岐阜県,4,4,2,159000,2
2024-01-06,静岡県,8,19,8,882100,7
2024-01-06,愛知県,12,40,16,1342570,12
2024-01-06,三重県,1,2,1,66000,1
2024-01-06,滋賀県,1,4,1,127500,1
2024-01-06,京都府,3,4,2,132950,2
2024-01-06,大阪府,12,37,14,1306320,12
2024-01-06,兵庫県,3,12,4,423700,3
2024-01-06,奈良県,7,32,9,1198320,7
2024-01-06,岡山県,1,2,1,76000,1
2024-01-06,香川県,1,2,1,60000,1
2024-01-06,愛媛県,3,17,5,624600,3
2024-01-06,熊本県,1,4,1,110600,1
2024-01-06,不明,141,354,102,13245960,129
2024-01-07,北海道,1,5,1,101650,1
2024-01-07,宮城県,1,2,1,213700,1
2024-01-07,群馬県,1,2,1,55300,1
2024-01-07,埼玉県,1,3,1,152250,1
2024-01-07,千葉県,1,3,1,95340,1
2024-01-07,東京都,6,15,6,838800,5
2024-01-07,神奈川県,2,5,2,244950,2
2024-01-07,富山県,3,11,3,334280,3
2024-01-07,石川県,2,5,2,157900,2
2024-01-07,福井県,13,188,13,3461320,14
2024-01-07,山梨県,1,4,1,310500,1
2024-01-07,岐阜県,5,15,5,552500,5
2024-01-07,静岡県,4,9,3,417900,3
2024-01-07,愛知県,3,9,3,278320,3
2024-01-07,三重県,1,3,1,92700,1
2024-01-07,滋賀県,2,8,2,262570,2
2024-01-07,京都府,3,7,3,218850,3
2024-01-07,大阪府,14,45,14,1429970,14
2024-01-07,兵庫県,6,42,12,871190,6
2024-01-07,奈良県,3,11,3,465250,3
2024-01-07,和歌山県,1,2,1,83900,1
2024-01-07,鳥取県,2,32,7,724000,2
2024-01-07,岡山県,1,4,1,86320,1
2024-01-07,徳島県,1,2,1,200500,1
2024-01-07,香川県,1,2,1,88200,1
2024-01-07,愛媛県,5,27,8,1038200,4
2024-01-07,鹿児島県,1,2,1,80000,1
2024-01-07,不明,103,239,58,9832319,92
2024-01-08,埼玉県,1,3,1,300750,1
2024-01-08,東京都,1,5,1,98830,1
2024-01-08,石川県,2,21,12,471530,2
2024-01-08,福井県,3,10,5,329700,3
2024-01-08,岐阜県,1,2,1,44190,1
2024-01-08,愛知県,2,4,2,101140,2
2024-01-08,滋賀県,5,12,5,321200,5
2024-01-08,京都府,1,2,1,46500,1
2024-01-08,大阪府,1,5,1,132750,1
2024-01-08,兵庫県,1,32,7,512000,1
2024-01-08,和歌山県,1,5,1,269600,1
2024-01-08,山口県,1,2,1,60000,1
2024-01-08,不明,18,45,9,2277213,16
2024-01-09,奈良県,1,2,1,99300,1
2024-01-09,不明,4,12,4,1241600,4
2024-01-10,不明,13,24,6,2168600,9
2024-01-11,石川県,1,3,1,101500,1
2024-01-11,福井県,1,9,5,347850,1
2024-01-11,兵庫県,1,1,1,12150,1
2024-01-11,岡山県,1,2,1,66000,1
2024-01-11,不明,3,10,1,921400,3
2024-01-12,北海道,3,9,3,242940,3
2024-01-12,東京都,2,4,2,104000,2
2024-01-12,福井県,5,213,26,300150,5
2024-01-12,長野県,1,2,1,215900,1
2024-01-12,滋賀県,1,5,1,171890,1
2024-01-12,京都府,1,3,1,96150,1
2024-01-12,大阪府,1,4,1,154600,1
2024-01-12,岡山県,1,2,1,58000,1
2024-01-12,香川県,1,2,1,74000,1
2024-01-12,不明,28,152,17,4748700,22
2024-01-13,富山県,2,9,1,178040,2
2024-01-13,石川県,1,2,1,116900,1
2024-01-13,福井県,7,260,53,6237850,7
2024-01-13,山梨県,1,2,1,76500,1
2024-01-13,岐阜県,2,8,2,261450,2
2024-01-13,静岡県,3,8,3,292650,3
2024-01-13,愛知県,1,123,1,1608000,2
2024-01-13,滋賀県,3,7,3,303050,3
2024-01-13,京都府,3,11,4,374690,3
2024-01-13,大阪府,4,9,3,533600,4
2024-01-13,兵庫県,2,8,3,137600,2
2024-01-13,奈良県,5,16,5,604000,5
2024-01-13,鳥取県,1,2,1,104000,1
2024-01-13,岡山県,1,4,1,108000,1
2024-01-13,広島県,1,2,1,176300,1
2024-01-13,徳島県,2,7,2,253000,2
2024-01-13,香川県,1,2,1,94000,1
2024-01-13,愛媛県,1,2,1,84000,1
2024-01-13,不明,49,214,25,6572161,46
2024-01-14,北海道,1,3,1,80600,1
2024-01-14,東京都,2,2,1,145800,1
2024-01-14,福井県,2,16,7,406600,2
2024-01-14,静岡県,2,4,2,295000,2
2024-01-14,愛知県,4,9,4,305150,4
2024-01-14,大阪府,1,2,1,193900,1
2024-01-14,兵庫県,2,8,2,222500,2
2024-01-14,岡山県,2,7,2,201000,2
2024-01-14,山口県,2,3,2,103300,2
2024-01-14,香川県,1,2,1,58000,1
2024-01-14,不明,48,195,21,4631130,33
2024-01-15,東京都,1,2,1,182900,1
2024-01-15,石川県,1,4,1,79500,1
2024-01-15,岐阜県,1,2,1,79500,1
2024-01-15,静岡県,1,2,1,55700,1
2024-01-15,愛知県,6,10,4,181250,4
2024-01-15,滋賀県,3,6,3,203470,3
2024-01-15,大阪府,2,19,10,1835450,2
2024-01-15,兵庫県,1,3,1,59400,1
2024-01-15,鳥取県,1,2,1,41400,1
2024-01-15,広島県,1,2,1,44000,1
2024-01-15,香川県,1,2,1,140000,1
2024-01-15,不明,21,180,51,3851340,16
2024-01-16,神奈川県,1,3,1,247950,1
2024-01-16,福井県,1,3,1,66450,1
2024-01-16,長野県,1,2,1,57500,1
2024-01-16,愛知県,2,5,2,79956,2
2024-01-16,兵庫県,1,7,1,189000,1
2024-01-16,鳥取県,1,8,2,256000,1
2024-01-16,島根県,1,2,1,112000,1
2024-01-16,香川県,2,5,2,245650,2
2024-01-16,大分県,1,2,1,72000,1
2024-01-16,不明,38,119,21,2994670,27
2024-01-17,石川県,1,2,1,52300,1
2024-01-17,三重県,1,2,1,100000,1
2024-01-17,大阪府,1,3,1,310650,1
2024-01-17,奈良県,1,3,1,60450,1
2024-01-17,不明,17,25,7,1245940,12
2024-01-18,石川県,1,2,1,44190,1
2024-01-18,福井県,2,65,13,1418000,2
2024-01-18,愛知県,1,2,1,56000,1
2024-01-18,愛媛県,2,5,2,119600,2
2024-01-18,高知県,1,2,1,54000,1
2024-01-18,不明,24,116,10,2861200,20
2024-01-19,神奈川県,1,1,1,54600,1
2024-01-19,富山県,1,3,1,79650,1
2024-01-19,福井県,5,34,7,666950,4
2024-01-19,静岡県,2,5,2,327450,2
2024-01-19,愛知県,1,4,1,79280,1
2024-01-19,三重県,1,4,1,53100,1
2024-01-19,京都府,1,2,1,92000,1
2024-01-19,大阪府,2,6,2,390300,2
2024-01-19,兵庫県,1,45,10,710400,1
2024-01-19,和歌山県,1,3,1,87000,1
2024-01-19,岡山県,1,2,1,54000,1
2024-01-19,不明,22,179,9,3537893,22
2024-01-20,福島県,1,2,1,94900,1
2024-01-20,東京都,4,12,4,723400,4
2024-01-20,石川県,3,27,7,751000,3
2024-01-20,福井県,7,85,18,2239240,7
2024-01-20,岐阜県,1,4,1,127500,1
2024-01-20,静岡県,1,2,1,88300,1
2024-01-20,愛知県,1,2,1,88300,1
2024-01-20,滋賀県,2,11,2,433400,2
2024-01-20,京都府,2,4,2,170000,2
2024-01-20,大阪府,2,12,4,588100,2
2024-01-20,兵庫県,5,144,34,3496050,5
2024-01-20,奈良県,2,8,3,358550,2
2024-01-20,和歌山県,1,4,1,159180,1
2024-01-20,島根県,1,2,1,94900,1
2024-01-20,広島県,1,2,1,76000,1
2024-01-20,香川県,2,10,4,289680,2
2024-01-20,愛媛県,1,10,3,434000,1
2024-01-20,不明,81,295,56,9504983,80
2024-01-21,山形県,1,3,1,141250,1
2024-01-21,石川県,1,2,1,48700,1
2024-01-21,福井県,8,75,19,1608230,6
2024-01-21,静岡県,1,3,1,224550,1
2024-01-21,愛知県,1,3,1,128160,1
2024-01-21,京都府,1,5,1,116680,1
2024-01-21,奈良県,1,2,1,52800,1
2024-01-21,徳島県,1,5,2,290000,1
2024-01-21,香川県,1,2,1,54000,1
2024-01-21,熊本県,1,6,1,164500,1
2024-01-21,不明,40,191,24,4849060,35
2024-01-22,北海道,2,2,1,264600,1
2024-01-22,東京都,4,24,11,817790,3
2024-01-22,福井県,4,16,7,545940,4
2024-01-22,岐阜県,1,2,1,27000,1
2024-01-22,静岡県,5,6,3,188380,3
2024-01-22,愛知県,2,16,8,1203490,2
2024-01-22,滋賀県,1,2,1,68500,1
2024-01-22,和歌山県,1,2,1,51480,1
2024-01-22,不明,16,207,16,3289850,11
2024-01-23,群馬県,1,2,1,73450,1
2024-01-23,神奈川県,1,2,1,72900,1
2024-01-23,石川県,2,4,2,143600,2
2024-01-23,愛知県,1,2,1,62000,1
2024-01-23,不明,20,137,26,2595060,17
2024-01-24,東京都,1,2,1,92700,1
2024-01-24,福井県,1,300,44,4800000,1
2024-01-24,愛知県,1,5,1,95550,1
2024-01-24,徳島県,1,3,1,81000,1
2024-01-24,高知県,1,18,5,432000,1
